indicator_id,case_id,prompt,참조안_A,참조안_A_근거,참조안_A_신뢰도,참조안_A_표시,참조안_B,참조안_B_근거,참조안_B_신뢰도,참조안_B_표시,보조안_C,보조안_C_근거,보조안_C_신뢰도,보조안_C_표시,권고_선택,권고_정답,권고_근거,결정,수정_정답,메모,시작_시각,종료_시각
KPI-1,kpi1-repl-011,영역 신경계 및 뇌기능 7. 인지기능 저하 요인 / 판정 「7. 만성 염증 - 뇌 내 아밀로이드 축적 억제 및 항염」 / 나이 44 / 복용약 Levothyroxine,calcium_citrate|magnesium_glycinate|omega3|vitamin_d3,"신경계 및 뇌기능 7. 인지기능 저하 요인 · 원문 판정 「7. 만성 염증 - 뇌 내 아밀로이드 축적 억제 및 항염」 (11_신경계_및_뇌기능_7._인지기능_저하_요인.md p53) · calcium_citrate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239) · magnesium_glycinate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239)",,,omega3|vitamin_d3,"EPA·DHA가 신경염증 매개물질을 줄이고, 비타민D3가 미세아교세포 활성과 아밀로이드 청소에 관여한다. 만성 염증 축에 가장 곧게 대응하는 조합이다.",0.7,levothyroxine_absorption_timing,omega3,허용 성분 중 오메가3가 만성 염증 조절과 신경세포막 지원에 가장 직접적으로 부합한다. 아밀로이드 축적 억제를 임상적으로 보장할 수는 없으므로 표현을 제한해야 한다.,0.84,amyloid_claim_limited|thyroid_status_check,C,omega3,기록된 신뢰도 비교(0.84),ACCEPT,,,2026-08-04T13:31:50+09:00,2026-08-04T13:31:58+09:00
KPI-1,kpi1-repl-012,영역 신경계 및 뇌기능 7. 인지기능 저하 요인 / 판정 「8. 감각저하 - 시력·청력 보호 및 미세순환 개선」 / 나이 50 / 복용약 Metformin,coq10|magnesium_glycinate|omega3|vitamin_b_complex,"신경계 및 뇌기능 7. 인지기능 저하 요인 · 원문 판정 「8. 감각저하 - 시력·청력 보호 및 미세순환 개선」 (11_신경계_및_뇌기능_7._인지기능_저하_요인.md p53) · coq10: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236) · vitamin_b_complex: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236)",,,omega3|zinc,DHA가 망막 광수용체 구성 성분이고 미세순환을 돕는다. 아연은 황반 보호와 달팽이관 기능에 쓰인다. Metformin의 B12 고갈이 청신경에도 영향을 줄 수 있어 B12는 별도로 확인한다.,0.6,metformin_b12_depletion_may_affect_neural_hearing,omega3|vitamin_b_complex,"오메가3는 미세순환과 신경막을, 비타민 B군은 말초신경 기능을 보조할 수 있다. 메트포르민 관련 B12 저하와 실제 시력·청력 질환 여부를 먼저 평가해야 한다.",0.74,b12_status_check|sensory_loss_evaluation,C,omega3|vitamin_b_complex,기록된 신뢰도 비교(0.74),ACCEPT,,,2026-08-04T13:32:00+09:00,2026-08-04T13:32:08+09:00
KPI-1,kpi1-repl-013,영역 기타 1. 치과질환 / 판정 「1. 치은염 (Gingivitis) 잇몸 조직 재생 및 지혈」 / 나이 56 / 복용약 Prednisolone,calcium_citrate|magnesium_glycinate|vitamin_c|vitamin_d3|zinc,"기타 1. 치과질환 · 원문 판정 「1. 치은염 (Gingivitis) 잇몸 조직 재생 및 지혈」 (41_기타_1._치과질환.md p215) · calcium_citrate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · magnesium_glycinate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_c: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_d3: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · zinc: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238)",,,coq10|vitamin_c|zinc,"비타민C가 콜라겐 합성과 모세혈관 강화를 맡아 잇몸 출혈을 줄인다. CoQ10은 치은염 개선 근거가 쌓여 있고, 아연은 조직 재생을 돕는다. Prednisolone이 면역을 눌러 감염 악화 여부를 함께 본다.",0.75,steroid_immunosuppression_infection_risk,vitamin_c|zinc,"비타민 C는 콜라겐 합성과 잇몸 조직 유지에, 아연은 상처 회복과 면역 기능에 관여한다. 프레드니솔론 복용자는 감염과 치주질환 위험을 고려해 치과 평가가 우선이다.",0.93,dental_evaluation|steroid_immunosuppression,C,vitamin_c|zinc,기록된 신뢰도 비교(0.93),ACCEPT,,,2026-08-04T13:32:10+09:00,2026-08-04T13:32:18+09:00
KPI-1,kpi1-repl-014,영역 기타 1. 치과질환 / 판정 「2. 치주염 (Periodontitis) 치조골 밀도 유지」 / 나이 62 / 복용약 없음,calcium_citrate|coq10|magnesium_glycinate|vitamin_d3,기타 1. 치과질환 · 원문 판정 「2. 치주염 (Periodontitis) 치조골 밀도 유지」 (41_기타_1._치과질환.md p215),,,calcium_citrate|vitamin_d3,치조골 밀도 유지가 목표이므로 비타민D3로 칼슘 흡수를 올리고 구연산칼슘으로 원료를 공급한다. 치주염의 골 소실 축에 직접 대응한다.,0.78,no_current_medication,calcium_citrate|vitamin_d3,치조골 밀도 유지에는 칼슘과 비타민 D가 가장 직접적인 영양 후보이다. 다만 치주염은 스케일링·치주치료와 위생 관리가 핵심이며 보충제는 보조적이다.,0.95,periodontal_treatment_primary,B,calcium_citrate|vitamin_d3,Anthropic 의견과 OpenAI 보조안 일치,ACCEPT,,,2026-08-04T13:32:20+09:00,2026-08-04T13:32:28+09:00
KPI-1,kpi1-repl-015,"영역 신경계 및 뇌기능 2. 우울 / 판정 「1. 불안·자책 완화 및 정서적 안정 (문항 1,5,6번)」 / 나이 68 / 복용약 Amlodipine",l_theanine|magnesium_glycinate,"신경계 및 뇌기능 2. 우울 · 원문 판정 「1. 불안·자책 완화 및 정서적 안정 (문항 1,5,6번)」 (06_신경계_및_뇌기능_2._우울.md p36) · magnesium_glycinate: 이뇨제, ACEI/ARB 병용 시 전해질 이상 누적 주의. (p237)",,,l_theanine|magnesium_glycinate,"L-테아닌이 알파파를 늘려 불안과 자책 반추를 낮추고, 마그네슘이 NMDA 과활성을 눌러 정서를 안정시킨다. Amlodipine과의 혈압 강하 중첩을 확인한다.",0.75,additive_hypotension_with_ccb,l_theanine|magnesium_glycinate,L-테아닌과 마그네슘은 불안·긴장 완화와 수면 지원에 적합한 보조 후보이다. 우울 증상과 자책이 지속되면 전문 평가가 필요하고 암로디핀 병용 시 어지럼을 살펴야 한다.,0.79,bp_additive_effect|fall_risk|mental_health_evaluation,A,l_theanine|magnesium_glycinate,서로 다른 제공자 계열의 참조안 일치,ACCEPT,,,2026-08-04T13:32:30+09:00,2026-08-04T13:32:38+09:00
KPI-1,kpi1-repl-016,"영역 신경계 및 뇌기능 2. 우울 / 판정 「2. 의욕 저하 및 에너지 회복 (문항 3,4,8번)」 / 나이 74 / 복용약 Atorvastatin",coq10|vitamin_b_complex|vitamin_d3,"신경계 및 뇌기능 2. 우울 · 원문 판정 「2. 의욕 저하 및 에너지 회복 (문항 3,4,8번)」 (06_신경계_및_뇌기능_2._우울.md p36) · coq10: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236) · vitamin_d3: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236)",,,coq10|vitamin_b_complex,"B군이 에너지 대사 보조인자로 의욕 저하를 개선하고, CoQ10이 미토콘드리아 ATP 생성을 회복시킨다. Atorvastatin이 CoQ10을 고갈시켜 목표와 약물 양쪽에서 CoQ10이 맞물린다.",0.72,statin_coq10_depletion,coq10|vitamin_b_complex,"비타민 B군은 신경전달과 에너지 대사를, 코엔자임Q10은 미토콘드리아 에너지 생성을 지원한다. 아토르바스타틴 관련 근육 증상과 우울증 자체를 구분해 평가해야 한다.",0.83,depression_screening|statin_symptom_check,B,coq10|vitamin_b_complex,Anthropic 의견과 OpenAI 보조안 일치,ACCEPT,,,2026-08-04T13:32:40+09:00,2026-08-04T13:32:48+09:00
KPI-1,kpi1-repl-017,영역 신경계 및 뇌기능 2. 우울 / 판정 「3. 장-뇌 축 및 감정 활력 (문항 7번)」 / 나이 31 / 복용약 Esomeprazole,calcium_citrate|magnesium_glycinate|probiotics|vitamin_b_complex|vitamin_d3|zinc,"신경계 및 뇌기능 2. 우울 · 원문 판정 「3. 장-뇌 축 및 감정 활력 (문항 7번)」 (06_신경계_및_뇌기능_2._우울.md p36) · calcium_citrate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · magnesium_glycinate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · vitamin_b_complex: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · zinc: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237)",,,omega3|probiotics,장-뇌 축이 목표이므로 프로바이오틱스가 1순위다. 오메가3가 장 점막 염증과 기분을 함께 다룬다. Esomeprazole은 위산을 줄여 장내 세균총을 바꾸므로 균주 보충의 근거가 커진다.,0.8,ppi_alters_gut_microbiome,probiotics|soluble_fiber,프로바이오틱스와 수용성 식이섬유는 장내 미생물과 장-뇌 축을 지원하는 조합이다. 기분 개선 효과는 균주·식이·개인차가 커서 정신건강 치료를 대체하지 않는다.,0.84,evidence_variable|mental_health_evaluation,C,probiotics|soluble_fiber,기록된 신뢰도 비교(0.84),ACCEPT,,,2026-08-04T13:32:50+09:00,2026-08-04T13:32:58+09:00
KPI-1,kpi1-repl-018,"영역 신경계 및 뇌기능 2. 우울 / 판정 「4. 염증성 피로 및 뇌 피로 개선 (문항 9,10번)」 / 나이 37 / 복용약 Furosemide",calcium_citrate|magnesium_glycinate|omega3|vitamin_b_complex|vitamin_c|zinc,"신경계 및 뇌기능 2. 우울 · 원문 판정 「4. 염증성 피로 및 뇌 피로 개선 (문항 9,10번)」 (06_신경계_및_뇌기능_2._우울.md p36) · calcium_citrate: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · magnesium_glycinate: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · vitamin_b_complex: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · zinc: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236)",,,coq10|omega3|vitamin_d3,"염증성 피로가 목표라 오메가3와 비타민D3로 염증 축을, CoQ10으로 에너지 축을 잡는다. Furosemide의 전해질 소실이 피로를 키울 수 있어 마그네슘·칼륨 수치를 함께 본다.",0.6,loop_diuretic_electrolyte_depletion,coq10|omega3,"오메가3는 염증 조절을, 코엔자임Q10은 세포 에너지 생성을 보조해 염증성 피로와 뇌 피로 목표에 부합한다. 빈혈·감염·전해질 이상 등 피로 원인을 먼저 확인해야 한다.",0.8,diuretic_use|fatigue_cause_evaluation,C,coq10|omega3,기록된 신뢰도 비교(0.80),ACCEPT,,,2026-08-04T13:33:00+09:00,2026-08-04T13:33:08+09:00
KPI-1,kpi1-repl-019,영역 대사 및 순환 3. 당뇨·인슐린저항성 / 판정 「1. 인슐린 저항성 개선」 / 나이 44 / 복용약 Levothyroxine,berberine|calcium_citrate|magnesium_glycinate,"대사 및 순환 3. 당뇨·인슐린저항성 · 원문 판정 「1. 인슐린 저항성 개선」 (23_대사_및_순환_3._당뇨·인슐린저항성.md p128) · calcium_citrate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239) · magnesium_glycinate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239)",,,berberine|magnesium_glycinate,베르베린은 AMPK를 켜 인슐린 저항성을 직접 개선한다. 마그네슘 결핍은 인슐린 신호 전달을 망가뜨려 보충 근거가 뚜렷하다. 마그네슘은 Levothyroxine과 4시간 이상 벌려 먹는다.,0.8,levothyroxine_absorption_timing|magnesium_4h_gap_from_levothyroxine,berberine|soluble_fiber,"베르베린은 인슐린 감수성과 혈당 조절을, 수용성 식이섬유는 식후 포도당 흡수 속도를 낮추는 방향으로 작용한다. 갑상선 조절 상태와 실제 혈당 지표를 확인해야 한다.",0.94,glucose_monitoring|thyroid_status_check,C,berberine|soluble_fiber,기록된 신뢰도 비교(0.94),ACCEPT,,,2026-08-04T13:33:10+09:00,2026-08-04T13:33:18+09:00
KPI-1,kpi1-repl-020,영역 대사 및 순환 3. 당뇨·인슐린저항성 / 판정 「2. 식후 혈당 억제(스파이크 방지)」 / 나이 50 / 복용약 Metformin,coq10|soluble_fiber|vitamin_b_complex,"대사 및 순환 3. 당뇨·인슐린저항성 · 원문 판정 「2. 식후 혈당 억제(스파이크 방지)」 (23_대사_및_순환_3._당뇨·인슐린저항성.md p128) · coq10: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236) · vitamin_b_complex: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236)",,,berberine|soluble_fiber,수용성 식이섬유가 위 배출과 당 흡수를 늦춰 식후 스파이크를 눌러 준다. 베르베린이 식후 혈당을 추가로 낮춘다. Metformin과 겹치면 저혈당 여지가 있어 혈당을 확인한다.,0.8,additive_glucose_lowering|metformin_b12_depletion,berberine|soluble_fiber,수용성 식이섬유는 식후 혈당 상승을 완만하게 하고 베르베린은 추가적인 혈당 저하를 유도할 수 있다. 메트포르민과 병용 시 혈당·위장관 증상을 확인하고 식이섬유는 약과 간격을 둔다.,0.93,additive_glucose_lowering|separate_fiber_from_meds,B,berberine|soluble_fiber,Anthropic 의견과 OpenAI 보조안 일치,EDIT,soluble_fiber,,2026-08-04T13:33:20+09:00,2026-08-04T13:33:28+09:00
KPI-1,kpi1-repl-021,영역 대사 및 순환 3. 당뇨·인슐린저항성 / 판정 「3. 합병증 방어」 / 나이 56 / 복용약 Prednisolone,calcium_citrate|magnesium_glycinate|omega3|vitamin_b_complex|vitamin_c|vitamin_d3|zinc,"대사 및 순환 3. 당뇨·인슐린저항성 · 원문 판정 「3. 합병증 방어」 (23_대사_및_순환_3._당뇨·인슐린저항성.md p128) · calcium_citrate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · magnesium_glycinate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_c: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_d3: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · zinc: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238)",,,omega3|vitamin_b_complex,"합병증 방어는 혈관과 신경 두 축이다. 오메가3가 심혈관 합병증을, B군의 벤포티아민 계열이 당뇨병성 신경병증을 겨냥한다. Prednisolone이 혈당을 올려 기저 조절이 흔들릴 수 있다.",0.6,steroid_induced_hyperglycemia,omega3|vitamin_c,오메가3와 비타민 C는 혈관·산화 스트레스 관리의 보조 후보이다. 프레드니솔론은 혈당을 올릴 수 있어 합병증 예방의 핵심은 보충제보다 혈당·혈압·지질의 임상적 관리이다.,0.72,clinical_monitoring|steroid_hyperglycemia,C,omega3|vitamin_c,기록된 신뢰도 비교(0.72),ACCEPT,,,2026-08-04T13:33:30+09:00,2026-08-04T13:33:38+09:00
KPI-1,kpi1-repl-022,영역 대사 및 순환 3. 당뇨·인슐린저항성 / 판정 「4. 약물 고갈 영양소」 / 나이 62 / 복용약 없음,calcium_citrate|coq10|magnesium_glycinate|vitamin_b_complex|vitamin_d3,대사 및 순환 3. 당뇨·인슐린저항성 · 원문 판정 「4. 약물 고갈 영양소」 (23_대사_및_순환_3._당뇨·인슐린저항성.md p128),,,magnesium_glycinate|vitamin_b_complex,판정이 '약물 고갈 영양소'인데 복용약이 없어 대상 약물을 특정하지 못한다. 당뇨 영역의 대표적 고갈 조합인 B12(B군)와 마그네슘으로 답했다. 사례 자체의 정합성을 다시 볼 항목이다.,0.5,answer_assumes_typical_diabetes_regimen|goal_requires_medication_but_case_has_none,vitamin_b_complex,현재 복용약이 없어 특정 약물 고갈 영양소를 추론할 근거가 없다. 허용 성분 중 비타민 B군은 결핍 선별의 일반 후보일 뿐이며 검사나 식이 평가 없이 자동 보충을 권할 수 없다.,0.35,insufficient_context|no_depleting_medication,B,magnesium_glycinate|vitamin_b_complex,기록된 신뢰도 비교(0.50),REJECT,,,2026-08-04T13:33:40+09:00,2026-08-04T13:33:48+09:00
KPI-1,kpi1-repl-023,영역 에너지 생성 및 부신·갑상선 기능 5. 어지럼증 / 판정 「C형 심인성 현훈 (마음) 공황장애 불안증 (자율신경)」 / 나이 68 / 복용약 Amlodipine,l_theanine|magnesium_glycinate,"에너지 생성 및 부신·갑상선 기능 5. 어지럼증 · 원문 판정 「C형 심인성 현훈 (마음) 공황장애 불안증 (자율신경)」 (16_에너지_생성_및_부신·갑상선_기능_5._어지럼증.md p79) · magnesium_glycinate: 이뇨제, ACEI/ARB 병용 시 전해질 이상 누적 주의. (p237)",,,l_theanine|magnesium_glycinate,심인성 현훈은 자율신경 과활성이 축이라 마그네슘과 L-테아닌으로 교감신경을 낮춘다. 다만 Amlodipine 자체가 기립성 저혈압과 어지럼증을 만들 수 있어 약물 원인부터 배제한다.,0.72,additive_hypotension_with_ccb|dizziness_may_be_amlodipine_induced,l_theanine|magnesium_glycinate,L-테아닌과 마그네슘은 불안과 자율신경 긴장 완화에 적합한 보조 후보이다. 어지럼은 암로디핀의 혈압 저하나 다른 질환 때문일 수 있어 먼저 평가하고 낙상 위험을 확인해야 한다.,0.79,bp_additive_effect|dizziness_evaluation|fall_risk,A,l_theanine|magnesium_glycinate,서로 다른 제공자 계열의 참조안 일치,ACCEPT,,,2026-08-04T13:33:50+09:00,2026-08-04T13:33:58+09:00
KPI-1,kpi1-repl-024,영역 대사 및 순환 2. 이상지질혈증 / 판정 「1. LDL 상승형(콜레스테롤) 유전성/체질」 / 나이 74 / 복용약 Atorvastatin,coq10|soluble_fiber|vitamin_d3,"대사 및 순환 2. 이상지질혈증 · 원문 판정 「1. LDL 상승형(콜레스테롤) 유전성/체질」 (22_대사_및_순환_2._이상지질혈증.md p120) · coq10: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236) · vitamin_d3: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236)",,,berberine|soluble_fiber,"수용성 식이섬유가 담즙산을 붙잡아 LDL을 낮추고, 베르베린이 LDL 수용체 발현을 늘린다. 베르베린은 CYP3A4를 억제해 Atorvastatin 농도를 올릴 수 있어 병용을 확인한다.",0.7,berberine_cyp3a4_raises_statin_level|statin_coq10_depletion,berberine|soluble_fiber,수용성 식이섬유는 LDL 저하에 직접적이고 베르베린은 지질·대사 개선을 보조할 수 있다. 이미 아토르바스타틴을 복용하므로 중복 지질 저하와 간·근육 증상은 의료진과 확인해야 한다.,0.88,additive_lipid_lowering|older_adult|statin_therapy_monitoring,B,berberine|soluble_fiber,Anthropic 의견과 OpenAI 보조안 일치,EDIT,soluble_fiber,,2026-08-04T13:34:00+09:00,2026-08-04T13:34:08+09:00
KPI-1,kpi1-repl-025,영역 대사 및 순환 2. 이상지질혈증 / 판정 「2. TG 상승형(중성지방/대사성)」 / 나이 31 / 복용약 Esomeprazole,berberine|calcium_citrate|magnesium_glycinate|omega3|vitamin_b_complex|zinc,"대사 및 순환 2. 이상지질혈증 · 원문 판정 「2. TG 상승형(중성지방/대사성)」 (22_대사_및_순환_2._이상지질혈증.md p120) · calcium_citrate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · magnesium_glycinate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · vitamin_b_complex: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · zinc: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237)",,,berberine|omega3,중성지방 상승형에는 고용량 EPA·DHA가 1순위다. 베르베린이 대사성 요인을 함께 잡는다.,0.8,ppi_nutrient_depletion,omega3,허용 성분 중 오메가3가 중성지방 상승형 이상지질혈증에 가장 직접적으로 부합한다. 실제 중성지방 수치와 용량에 따라 효과와 출혈 위험을 평가해야 한다.,0.96,lipid_measurement_needed,C,omega3,기록된 신뢰도 비교(0.96),ACCEPT,,,2026-08-04T13:34:10+09:00,2026-08-04T13:34:18+09:00
KPI-1,kpi1-repl-026,영역 대사 및 순환 2. 이상지질혈증 / 판정 「3. 산화 방지형(동맥경화 예방)」 / 나이 37 / 복용약 Furosemide,calcium_citrate|coq10|magnesium_glycinate|vitamin_b_complex|vitamin_c|zinc,"대사 및 순환 2. 이상지질혈증 · 원문 판정 「3. 산화 방지형(동맥경화 예방)」 (22_대사_및_순환_2._이상지질혈증.md p121) · calcium_citrate: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · magnesium_glycinate: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · vitamin_b_complex: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · zinc: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236)",,,coq10|vitamin_c,"CoQ10이 지질상에서 LDL 산화를 막고, 비타민C가 수용상 항산화와 CoQ10 재생을 맡는다. 산화 방지형 목표에 두 상을 나눠 대응한다.",0.62,loop_diuretic_electrolyte_depletion,coq10|omega3,"오메가3는 혈관 염증과 지질 산화를, 코엔자임Q10은 미토콘드리아·항산화 기능을 보조한다. 동맥경화 예방은 전체 심혈관 위험 관리가 우선이다.",0.85,cardiovascular_risk_assessment|diuretic_use,C,coq10|omega3,기록된 신뢰도 비교(0.85),EDIT,coq10|vitamin_c,,2026-08-04T13:34:20+09:00,2026-08-04T13:34:28+09:00
KPI-1,kpi1-repl-027,영역 대사 및 순환 2. 이상지질혈증 / 판정 「4. 스타틴 복용형(약물 부작용)」 / 나이 44 / 복용약 Levothyroxine,calcium_citrate|coq10|magnesium_glycinate|vitamin_d3,"대사 및 순환 2. 이상지질혈증 · 원문 판정 「4. 스타틴 복용형(약물 부작용)」 (22_대사_및_순환_2._이상지질혈증.md p121) · calcium_citrate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239) · magnesium_glycinate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239)",,,coq10|vitamin_d3,"스타틴 복용형의 표준 대응은 CoQ10 보충이고, 비타민D 부족은 스타틴 근육통을 키우므로 D3를 함께 본다. 다만 이 사례의 복용약은 Levothyroxine이라 판정과 약물이 어긋난다. 사례 구성을 확인할 항목이다.",0.75,judgment_says_statin_but_case_drug_is_levothyroxine,coq10,스타틴 복용 관련 근육 증상과 코엔자임Q10 저하 가능성을 고려하면 코엔자임Q10이 가장 직접적인 후보이다. 그러나 제시된 복용약은 레보티록신이므로 실제 스타틴 사용 여부를 먼저 확인해야 한다.,0.68,medication_goal_mismatch,B,coq10|vitamin_d3,기록된 신뢰도 비교(0.75),REJECT,,,2026-08-04T13:34:30+09:00,2026-08-04T13:34:38+09:00
KPI-1,kpi1-repl-028,"영역 에너지 생성 및 부신·갑상선 기능 1. 피로·부신·자율신경 / 판정 「1. 기초 에너지 생성 및 만성피로 예방 (문항 1, 9번 'O')」 / 나이 50 / 복용약 Metformin",coq10|magnesium_glycinate|omega3|vitamin_b_complex|vitamin_c,"에너지 생성 및 부신·갑상선 기능 1. 피로·부신·자율신경 · 원문 판정 「1. 기초 에너지 생성 및 만성피로 예방 (문항 1, 9번 'O')」 (12_에너지_생성_및_부신·갑상선_기능_1._피로·부신·자율신경.md p57) · coq10: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236) · vitamin_b_complex: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236)",,,coq10|vitamin_b_complex,"기초 에너지 생성은 TCA 회로와 전자전달계다. B군이 보조인자를, CoQ10이 전자전달 운반체를 맡는다. Metformin의 B12 고갈이 B군 보충 근거를 더한다.",0.78,metformin_b12_depletion,coq10|vitamin_b_complex,"비타민 B군은 에너지 대사와 신경 기능을, 코엔자임Q10은 미토콘드리아 에너지 생성을 지원한다. 메트포르민 장기 복용에서는 B12 상태와 다른 피로 원인을 확인해야 한다.",0.92,b12_status_check|fatigue_cause_evaluation,B,coq10|vitamin_b_complex,Anthropic 의견과 OpenAI 보조안 일치,ACCEPT,,,2026-08-04T13:34:40+09:00,2026-08-04T13:34:48+09:00
KPI-1,kpi1-repl-029,"영역 에너지 생성 및 부신·갑상선 기능 1. 피로·부신·자율신경 / 판정 「3. 자율신경 균형 및 혈당 안정 (문항 2,4,6번 'O')」 / 나이 56 / 복용약 Prednisolone",calcium_citrate|coq10|l_theanine|magnesium_glycinate|vitamin_c|vitamin_d3|zinc,"에너지 생성 및 부신·갑상선 기능 1. 피로·부신·자율신경 · 원문 판정 「3. 자율신경 균형 및 혈당 안정 (문항 2,4,6번 'O')」 (12_에너지_생성_및_부신·갑상선_기능_1._피로·부신·자율신경.md p58) · calcium_citrate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · magnesium_glycinate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_c: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_d3: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · zinc: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238)",,,l_theanine|magnesium_glycinate|vitamin_b_complex,"마그네슘이 자율신경 균형과 인슐린 감수성을 함께 잡고, B군의 판토텐산이 부신 기능을 받친다. L-테아닌이 교감신경 항진을 낮춘다. Prednisolone이 혈당을 올리고 마그네슘을 소모해 두 축 모두 흔든다.",0.55,steroid_depletes_mg_zn_k|steroid_induced_hyperglycemia,berberine|l_theanine|magnesium_glycinate,"마그네슘과 L-테아닌은 자율신경 긴장 완화를, 베르베린은 혈당 안정 목표를 보조한다. 프레드니솔론이 혈당을 올릴 수 있으므로 실제 혈당을 확인하며 병용 여부를 판단해야 한다.",0.82,bp_glucose_monitoring|steroid_hyperglycemia,C,berberine|l_theanine|magnesium_glycinate,기록된 신뢰도 비교(0.82),ACCEPT,,,2026-08-04T13:34:50+09:00,2026-08-04T13:34:58+09:00
