case_id,prompt,안_A,안_A_근거,안_A_신뢰도,안_A_표시,안_B,안_B_근거,안_B_신뢰도,안_B_표시,검토_선택,최종_답,검토_메모,검토_시작_시각,검토_종료_시각
kpi5-ref-011,Furosemide 복용자에게 zinc 는 어떤 관계인가?,depletion|zinc,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|아연,이뇨제 사용은 아연 요배설을 늘려 혈중 아연을 떨어뜨린다.,0.65,,,,,,
kpi5-ref-012,Levothyroxine 복용자에게 calcium_citrate 는 어떤 관계인가?,absorption_interaction|calcium_citrate,"갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (44_부록_A._약물_유발_영양소_고갈.md p239)",,,absorption_interaction|칼슘,칼슘이 레보티록신과 결합해 흡수를 막는다. 공복 복용 뒤 4시간 간격을 두면 피할 수 있다.,0.9,separate_dosing_required,,,,,
kpi5-ref-013,Levothyroxine 복용자에게 magnesium_glycinate 는 어떤 관계인가?,absorption_interaction|magnesium_glycinate,"갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (44_부록_A._약물_유발_영양소_고갈.md p239)",,,absorption_interaction|마그네슘,마그네슘 등 다가 양이온이 레보티록신을 붙잡아 흡수를 낮춘다. 복용 간격 분리로 관리한다.,0.8,separate_dosing_required,,,,,
kpi5-ref-014,Metformin 복용자에게 coq10 는 어떤 관계인가?,coq10|depletion,"당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|코엔자임Q10,메트포르민의 CoQ10 고갈은 일부 자료에 실리지만 B12만큼 확립되지 않았다.,0.5,evidence_contested,,,,,
kpi5-ref-015,Metformin 복용자에게 vitamin_b_complex 는 어떤 관계인가?,depletion|vitamin_b_complex,"당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|비타민 B12,메트포르민은 회장에서 칼슘 의존성 B12 흡수를 막는다. 장기 복용자 B12 감시는 진료지침 항목이다.,0.9,,,,,,
kpi5-ref-016,Prednisolone 복용자에게 calcium_citrate 는 어떤 관계인가?,calcium_citrate|depletion,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,depletion|칼슘,스테로이드는 장 칼슘 흡수를 줄이고 요배설을 늘려 골 소실로 이어진다.,0.85,,,,,,
kpi5-ref-017,Prednisolone 복용자에게 magnesium_glycinate 는 어떤 관계인가?,depletion|magnesium_glycinate,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,depletion|마그네슘,스테로이드 장기 사용은 마그네슘 요배설을 늘린다.,0.65,,,,,,
kpi5-ref-018,Prednisolone 복용자에게 vitamin_c 는 어떤 관계인가?,depletion|vitamin_c,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,depletion|비타민 C,스테로이드 사용 중에는 비타민 C 소모가 늘어 고갈 목록에 자주 오른다.,0.6,,,,,,
kpi5-ref-019,Prednisolone 복용자에게 vitamin_d3 는 어떤 관계인가?,depletion|vitamin_d3,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,depletion|비타민 D,스테로이드는 비타민 D 대사와 작용을 방해해 칼슘 흡수를 함께 떨어뜨린다.,0.75,,,,,,
kpi5-ref-020,Prednisolone 복용자에게 zinc 는 어떤 관계인가?,depletion|zinc,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,depletion|아연,스테로이드 장기 사용은 아연 배설을 늘린다.,0.65,,,,,,
kpi5-ref-021,Amlodipine 와 magnesium_glycinate 관계의 근거 쪽수는?,p237|마그네슘,"이뇨제, ACEI/ARB 병용 시 전해질 이상 누적 주의. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,p236,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p236로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-022,Atorvastatin 와 coq10 관계의 근거 쪽수는?,p236|코엔자임Q10,"• 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,p236,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p236로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-023,Atorvastatin 와 vitamin_d3 관계의 근거 쪽수는?,p236|비타민 D,"• 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,p236,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p236로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-024,Esomeprazole 와 calcium_citrate 관계의 근거 쪽수는?,p237|칼슘,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,p236,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p236로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-025,Esomeprazole 와 magnesium_glycinate 관계의 근거 쪽수는?,p237|마그네슘,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,p236,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p236로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-026,Esomeprazole 와 vitamin_b_complex 관계의 근거 쪽수는?,p237|비타민 B1,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,p237,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p237로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-027,Esomeprazole 와 zinc 관계의 근거 쪽수는?,p237|아연,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,p237,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p237로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-028,Furosemide 와 calcium_citrate 관계의 근거 쪽수는?,p236|칼슘,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,p237,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p237로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-029,Furosemide 와 magnesium_glycinate 관계의 근거 쪽수는?,p236|마그네슘,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,p237,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p237로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-030,Furosemide 와 vitamin_b_complex 관계의 근거 쪽수는?,p236|비타민 B1,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,p237,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p237로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-031,Furosemide 와 zinc 관계의 근거 쪽수는?,p236|아연,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,p238,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p238로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-032,Levothyroxine 와 calcium_citrate 관계의 근거 쪽수는?,p239|칼슘,"갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (44_부록_A._약물_유발_영양소_고갈.md p239)",,,p238,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p238로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-033,Levothyroxine 와 magnesium_glycinate 관계의 근거 쪽수는?,p239|마그네슘,"갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (44_부록_A._약물_유발_영양소_고갈.md p239)",,,p238,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p238로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-034,Metformin 와 coq10 관계의 근거 쪽수는?,p236|코엔자임Q10,"당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,p238,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p238로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-035,Metformin 와 vitamin_b_complex 관계의 근거 쪽수는?,p236|비타민 B12,"당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,p238,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p238로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-036,Prednisolone 와 calcium_citrate 관계의 근거 쪽수는?,p238|칼슘,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,p239,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p239로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-037,Prednisolone 와 magnesium_glycinate 관계의 근거 쪽수는?,p238|마그네슘,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,p239,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p239로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-038,Prednisolone 와 vitamin_c 관계의 근거 쪽수는?,p238|비타민 C,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,p239,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p239로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-039,Prednisolone 와 vitamin_d3 관계의 근거 쪽수는?,p238|비타민 D,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,p239,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p239로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-040,Prednisolone 와 zinc 관계의 근거 쪽수는?,p238|아연,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,p239,"쪽수는 원본 자료를 봐야 확정된다. 블라인드 조건에서는 확인할 방법이 없다. 어휘가 p236~p239 네 쪽만 제시하고 대상 쌍이 20건이므로 쪽당 5건, 약물 알파벳 순 배치를 가정해 p239로 추정했다. 근거가 약한 추정이라 확신도를 낮게 둔다.",0.2,page_locator_not_derivable_blind|positional_estimate_only,,,,,
kpi5-ref-041,Amlodipine 복용자에게 magnesium_glycinate 는 어떤 관계인가?,depletion|magnesium_glycinate,"이뇨제, ACEI/ARB 병용 시 전해질 이상 누적 주의. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,absorption_interaction|마그네슘,"암로디핀은 마그네슘을 고갈시키지 않는다. 두 가지 모두 혈관을 이완시켜 혈압 강하가 겹치는 약력학적 상호작용이라, 남은 두 라벨 중에서는 상호작용 쪽에 붙인다. 라벨 선택 자체가 불확실하다.",0.35,pharmacodynamic_not_depletion|relation_label_ambiguous,,,,,
kpi5-ref-042,Atorvastatin 복용자에게 coq10 는 어떤 관계인가?,coq10|depletion,"• 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|코엔자임Q10,스타틴이 메발론산 경로를 막으면 콜레스테롤과 CoQ10 합성이 함께 줄어든다. 대표적인 약물 유발 고갈이다.,0.9,,,,,,
kpi5-ref-043,Atorvastatin 복용자에게 vitamin_d3 는 어떤 관계인가?,depletion|vitamin_d3,"• 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|비타민 D,스타틴과 비타민 D는 같은 전구체를 공유해 고갈 항목으로 자주 실린다. 다만 혈중 25(OH)D가 오히려 오른다는 보고도 있어 방향이 갈린다.,0.5,evidence_contested,,,,,
kpi5-ref-044,Esomeprazole 복용자에게 calcium_citrate 는 어떤 관계인가?,calcium_citrate|depletion,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,absorption_interaction|칼슘,PPI가 위산을 낮추면 탄산칼슘 용해가 떨어진다. 구연산칼슘은 위산에 덜 기대므로 PPI 복용자에게 권하는 형태다. 흡수 조건이 쟁점이라 상호작용으로 본다.,0.7,,,,,,
kpi5-ref-045,Esomeprazole 복용자에게 magnesium_glycinate 는 어떤 관계인가?,depletion|magnesium_glycinate,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,depletion|마그네슘,PPI 장기 복용은 저마그네슘혈증을 부른다. 규제기관 안전성 서한이 나온 항목이다.,0.8,,,,,,
kpi5-ref-046,Esomeprazole 복용자에게 vitamin_b_complex 는 어떤 관계인가?,depletion|vitamin_b_complex,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,depletion|비타민 B12,위산과 펩신이 줄면 음식에 결합된 B12가 떨어져 나오지 못한다. PPI 장기 복용의 대표 고갈 항목이다.,0.85,,,,,,
kpi5-ref-047,Esomeprazole 복용자에게 zinc 는 어떤 관계인가?,depletion|zinc,"장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (44_부록_A._약물_유발_영양소_고갈.md p237)",,,depletion|아연,아연 흡수는 위산에 기댄다. PPI 복용이 길어지면 아연 상태가 떨어진다. 기전은 흡수 저하지만 결과는 체내 고갈로 나타난다.,0.55,mechanism_absorption_mediated,,,,,
kpi5-ref-048,Furosemide 복용자에게 calcium_citrate 는 어떤 관계인가?,calcium_citrate|depletion,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|칼슘,루프 이뇨제는 헨레고리 상행각의 재흡수를 막아 칼슘을 소변으로 내보낸다.,0.75,,,,,,
kpi5-ref-049,Furosemide 복용자에게 magnesium_glycinate 는 어떤 관계인가?,depletion|magnesium_glycinate,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|마그네슘,루프 이뇨제의 대표 부작용이 저마그네슘혈증이다. 소변 배설 증가가 직접 원인이다.,0.85,,,,,,
kpi5-ref-050,Furosemide 복용자에게 vitamin_b_complex 는 어떤 관계인가?,depletion|vitamin_b_complex,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|비타민 B1,푸로세미드는 티아민을 소변으로 내보내 심부전 환자의 티아민 결핍을 부른다.,0.75,,,,,,
kpi5-ref-051,Furosemide 복용자에게 zinc 는 어떤 관계인가?,depletion|zinc,"심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|아연,이뇨제 사용은 아연 요배설을 늘려 혈중 아연을 떨어뜨린다.,0.65,,,,,,
kpi5-ref-052,Levothyroxine 복용자에게 calcium_citrate 는 어떤 관계인가?,absorption_interaction|calcium_citrate,"갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (44_부록_A._약물_유발_영양소_고갈.md p239)",,,absorption_interaction|칼슘,칼슘이 레보티록신과 결합해 흡수를 막는다. 공복 복용 뒤 4시간 간격을 두면 피할 수 있다.,0.9,separate_dosing_required,,,,,
kpi5-ref-053,Levothyroxine 복용자에게 magnesium_glycinate 는 어떤 관계인가?,absorption_interaction|magnesium_glycinate,"갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (44_부록_A._약물_유발_영양소_고갈.md p239)",,,absorption_interaction|마그네슘,마그네슘 등 다가 양이온이 레보티록신을 붙잡아 흡수를 낮춘다. 복용 간격 분리로 관리한다.,0.8,separate_dosing_required,,,,,
kpi5-ref-054,Metformin 복용자에게 coq10 는 어떤 관계인가?,coq10|depletion,"당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|코엔자임Q10,메트포르민의 CoQ10 고갈은 일부 자료에 실리지만 B12만큼 확립되지 않았다.,0.5,evidence_contested,,,,,
kpi5-ref-055,Metformin 복용자에게 vitamin_b_complex 는 어떤 관계인가?,depletion|vitamin_b_complex,"당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (44_부록_A._약물_유발_영양소_고갈.md p236)",,,depletion|비타민 B12,메트포르민은 회장에서 칼슘 의존성 B12 흡수를 막는다. 장기 복용자 B12 감시는 진료지침 항목이다.,0.9,,,,,,
kpi5-ref-056,Prednisolone 복용자에게 calcium_citrate 는 어떤 관계인가?,calcium_citrate|depletion,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,depletion|칼슘,스테로이드는 장 칼슘 흡수를 줄이고 요배설을 늘려 골 소실로 이어진다.,0.85,,,,,,
kpi5-ref-057,Prednisolone 복용자에게 magnesium_glycinate 는 어떤 관계인가?,depletion|magnesium_glycinate,"3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (44_부록_A._약물_유발_영양소_고갈.md p238)",,,depletion|마그네슘,스테로이드 장기 사용은 마그네슘 요배설을 늘린다.,0.65,,,,,,
